Provider_ID,Measure,Rate,Footnote,Start_Quarter,End_Quarter
010059,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2022,2Q2024
010061,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
010061,Air Embolism,0.000,,3Q2022,2Q2024
010061,Blood Incompatibility,0.000,,3Q2022,2Q2024
010061,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2022,2Q2024
010062,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
010062,Air Embolism,0.000,,3Q2022,2Q2024
010062,Blood Incompatibility,0.000,,3Q2022,2Q2024
010062,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2022,2Q2024
010065,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
010065,Air Embolism,0.000,,3Q2022,2Q2024
010065,Blood Incompatibility,0.000,,3Q2022,2Q2024
010065,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",1.232,,3Q2022,2Q2024
010073,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
010073,Air Embolism,0.000,,3Q2022,2Q2024
010073,Blood Incompatibility,0.000,,3Q2022,2Q2024
010073,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2022,2Q2024
010078,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
010078,Air Embolism,0.000,,3Q2022,2Q2024
010078,Blood Incompatibility,0.000,,3Q2022,2Q2024
010078,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",1.330,,3Q2022,2Q2024
010079,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
010079,Air Embolism,0.000,,3Q2022,2Q2024
010079,Blood Incompatibility,0.000,,3Q2022,2Q2024
010079,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2022,2Q2024
010083,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
010083,Air Embolism,0.000,,3Q2022,2Q2024
010083,Blood Incompatibility,0.000,,3Q2022,2Q2024
010083,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.306,,3Q2022,2Q2024
010085,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
010085,Air Embolism,0.000,,3Q2022,2Q2024
010085,Blood Incompatibility,0.000,,3Q2022,2Q2024
010085,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.238,,3Q2022,2Q2024
010086,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
010086,Air Embolism,0.000,,3Q2022,2Q2024
010086,Blood Incompatibility,0.000,,3Q2022,2Q2024
010086,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2022,2Q2024
010087,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
010087,Air Embolism,0.000,,3Q2022,2Q2024
010087,Blood Incompatibility,0.000,,3Q2022,2Q2024
010087,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.301,,3Q2022,2Q2024
010089,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
010089,Air Embolism,0.000,,3Q2022,2Q2024
010089,Blood Incompatibility,0.000,,3Q2022,2Q2024
010089,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.506,,3Q2022,2Q2024
010090,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
010090,Air Embolism,0.000,,3Q2022,2Q2024
010090,Blood Incompatibility,0.000,,3Q2022,2Q2024
010090,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2022,2Q2024
010091,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
010091,Air Embolism,0.000,,3Q2022,2Q2024
010091,Blood Incompatibility,0.000,,3Q2022,2Q2024
010091,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2022,2Q2024
010092,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
010092,Air Embolism,0.000,,3Q2022,2Q2024
010092,Blood Incompatibility,0.000,,3Q2022,2Q2024
010092,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.115,,3Q2022,2Q2024
010095,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
010095,Air Embolism,0.000,,3Q2022,2Q2024
010095,Blood Incompatibility,0.000,,3Q2022,2Q2024
010095,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2022,2Q2024
010097,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
010097,Air Embolism,0.000,,3Q2022,2Q2024
010097,Blood Incompatibility,0.000,,3Q2022,2Q2024
010097,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2022,2Q2024
010099,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
010099,Air Embolism,0.000,,3Q2022,2Q2024
010099,Blood Incompatibility,0.000,,3Q2022,2Q2024
010099,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2022,2Q2024
010100,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
010100,Air Embolism,0.000,,3Q2022,2Q2024
010100,Blood Incompatibility,0.000,,3Q2022,2Q2024
010100,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.542,,3Q2022,2Q2024
010101,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
010101,Air Embolism,0.000,,3Q2022,2Q2024
010101,Blood Incompatibility,0.000,,3Q2022,2Q2024
010101,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2022,2Q2024
010102,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
010102,Air Embolism,0.000,,3Q2022,2Q2024
010102,Blood Incompatibility,0.000,,3Q2022,2Q2024
010102,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2022,2Q2024
010103,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
010103,Air Embolism,0.000,,3Q2022,2Q2024
010103,Blood Incompatibility,0.000,,3Q2022,2Q2024
010103,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.317,,3Q2022,2Q2024
010104,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
010104,Air Embolism,0.000,,3Q2022,2Q2024
010104,Blood Incompatibility,0.000,,3Q2022,2Q2024
010104,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.473,,3Q2022,2Q2024
010108,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
010108,Air Embolism,0.000,,3Q2022,2Q2024
010108,Blood Incompatibility,0.000,,3Q2022,2Q2024
010108,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2022,2Q2024
010110,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
010110,Air Embolism,0.000,,3Q2022,2Q2024
010110,Blood Incompatibility,0.000,,3Q2022,2Q2024
010110,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2022,2Q2024
010112,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
010112,Air Embolism,0.000,,3Q2022,2Q2024
010112,Blood Incompatibility,0.000,,3Q2022,2Q2024
010112,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2022,2Q2024
010113,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
010113,Air Embolism,0.000,,3Q2022,2Q2024
010113,Blood Incompatibility,0.000,,3Q2022,2Q2024
010113,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.363,,3Q2022,2Q2024
010114,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
010114,Air Embolism,0.000,,3Q2022,2Q2024
010114,Blood Incompatibility,0.000,,3Q2022,2Q2024
010114,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",1.097,,3Q2022,2Q2024
010118,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
010118,Air Embolism,0.000,,3Q2022,2Q2024
010118,Blood Incompatibility,0.000,,3Q2022,2Q2024
010118,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",2.564,,3Q2022,2Q2024
010120,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
010120,Air Embolism,0.000,,3Q2022,2Q2024
010120,Blood Incompatibility,0.000,,3Q2022,2Q2024
010120,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",2.577,,3Q2022,2Q2024
010125,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
010125,Air Embolism,0.000,,3Q2022,2Q2024
010125,Blood Incompatibility,0.000,,3Q2022,2Q2024
010125,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2022,2Q2024
010126,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
010126,Air Embolism,0.000,,3Q2022,2Q2024
010126,Blood Incompatibility,0.000,,3Q2022,2Q2024
010126,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2022,2Q2024
010128,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
010128,Air Embolism,0.000,,3Q2022,2Q2024
010128,Blood Incompatibility,0.000,,3Q2022,2Q2024
010128,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2022,2Q2024
010129,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
010129,Air Embolism,0.000,,3Q2022,2Q2024
010129,Blood Incompatibility,0.000,,3Q2022,2Q2024
010129,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2022,2Q2024
010130,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
010130,Air Embolism,0.000,,3Q2022,2Q2024
010130,Blood Incompatibility,0.000,,3Q2022,2Q2024
010130,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",1.034,,3Q2022,2Q2024
010131,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
010131,Air Embolism,0.000,,3Q2022,2Q2024
010131,Blood Incompatibility,0.000,,3Q2022,2Q2024
010131,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.408,,3Q2022,2Q2024
010138,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
010138,Air Embolism,0.000,,3Q2022,2Q2024
010138,Blood Incompatibility,0.000,,3Q2022,2Q2024
010138,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2022,2Q2024
010139,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
010139,Air Embolism,0.000,,3Q2022,2Q2024
010139,Blood Incompatibility,0.000,,3Q2022,2Q2024
010139,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2022,2Q2024
010144,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
010144,Air Embolism,0.000,,3Q2022,2Q2024
010144,Blood Incompatibility,0.000,,3Q2022,2Q2024
010144,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.320,,3Q2022,2Q2024
010148,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
010148,Air Embolism,0.000,,3Q2022,2Q2024
010148,Blood Incompatibility,0.000,,3Q2022,2Q2024
010148,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2022,2Q2024
010149,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
010149,Air Embolism,0.000,,3Q2022,2Q2024
010149,Blood Incompatibility,0.000,,3Q2022,2Q2024
010149,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2022,2Q2024
010150,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
010150,Air Embolism,0.000,,3Q2022,2Q2024
010150,Blood Incompatibility,0.000,,3Q2022,2Q2024
010150,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2022,2Q2024
010157,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
010157,Air Embolism,0.000,,3Q2022,2Q2024
010157,Blood Incompatibility,0.000,,3Q2022,2Q2024
010157,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2022,2Q2024
010158,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
010158,Air Embolism,0.000,,3Q2022,2Q2024
010158,Blood Incompatibility,0.000,,3Q2022,2Q2024
010158,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",1.639,,3Q2022,2Q2024
010164,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
010164,Air Embolism,0.000,,3Q2022,2Q2024
010164,Blood Incompatibility,0.000,,3Q2022,2Q2024
010164,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2022,2Q2024
010168,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
010168,Air Embolism,0.000,,3Q2022,2Q2024
010168,Blood Incompatibility,0.000,,3Q2022,2Q2024
010168,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",2.982,,3Q2022,2Q2024
010169,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
010169,Air Embolism,0.000,,3Q2022,2Q2024
010169,Blood Incompatibility,0.000,,3Q2022,2Q2024
010169,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2022,2Q2024
010173,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
010173,Air Embolism,0.000,,3Q2022,2Q2024
010173,Blood Incompatibility,0.000,,3Q2022,2Q2024
010173,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2022,2Q2024
020001,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
020001,Air Embolism,0.000,,3Q2022,2Q2024
020001,Blood Incompatibility,0.000,,3Q2022,2Q2024
020001,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.398,,3Q2022,2Q2024
020006,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
020006,Air Embolism,0.000,,3Q2022,2Q2024
020006,Blood Incompatibility,0.000,,3Q2022,2Q2024
020006,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.463,,3Q2022,2Q2024
020008,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
020008,Air Embolism,0.000,,3Q2022,2Q2024
020008,Blood Incompatibility,0.000,,3Q2022,2Q2024
020008,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2022,2Q2024
020012,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
020012,Air Embolism,0.000,,3Q2022,2Q2024
020012,Blood Incompatibility,0.000,,3Q2022,2Q2024
020012,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2022,2Q2024
020017,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
020017,Air Embolism,0.000,,3Q2022,2Q2024
020017,Blood Incompatibility,0.000,,3Q2022,2Q2024
020017,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.511,,3Q2022,2Q2024
020018,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
020018,Air Embolism,0.000,,3Q2022,2Q2024
020018,Blood Incompatibility,0.000,,3Q2022,2Q2024
020018,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2022,2Q2024
020024,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
020024,Air Embolism,0.000,,3Q2022,2Q2024
020024,Blood Incompatibility,0.000,,3Q2022,2Q2024
020024,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2022,2Q2024
020026,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
020026,Air Embolism,0.000,,3Q2022,2Q2024
020026,Blood Incompatibility,0.000,,3Q2022,2Q2024
020026,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2022,2Q2024
030002,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
030002,Air Embolism,0.000,,3Q2022,2Q2024
030002,Blood Incompatibility,0.000,,3Q2022,2Q2024
030002,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.562,,3Q2022,2Q2024
030006,Foreign Object Retained After Surgery,0.158,,3Q2022,2Q2024
030006,Air Embolism,0.000,,3Q2022,2Q2024
030006,Blood Incompatibility,0.000,,3Q2022,2Q2024
030006,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.554,,3Q2022,2Q2024
